text,Label
"Just tried this place for the first time. The food was fantastic. The portions are huge, and the service was excellent. Plus, the price was right- highly recommended.The patio is nice too.",fake
"This was our first trip to Smallman Galley and we will certainly be returning. This evening we tried Iron Born   Chef Pete's pizza concept should take every single Pittsburgher out of their stereo typical local pizza joint habits into an amazingly delightful crispy, airy heaven. The white pizza was absolutely fantastic.  Garlic Cream - Caramelized Onions, Marinated Cherry Tomatoes, Arugula, Whipped Ricotta were so perfectly matched with this unbelievable crust. The garlic chili wings are large and packed the perfect amount of heat. We had the unique opportunity to sit at the high top counter facing the other restaurants.  Directly next to one of the cooks from another restaurant in the Galley.  His excitement talking about his chef at BRUNOISE made us excited to return and try Chef Ryan's creations. We enjoyed our meal, chatting with the cooks and people watching. The bar sever fantastic beer selections in addition to drink choices that compliment the menus of the restaurants. I highly recommend a visit to Smallman Galley.  They are open early on the weekends and I hear they each have an amazing brunch menu.",real
This place has the best breakfast in town. I would recommend to try. Can't wait to come back. Had the fried calamari and chicken biryani and enjoyed what seasoned perfectly that came with ice cream. Nice place to hang out here.,fake
This place is awesome! Service is always fast and takes care of their customer as they first opened.,fake
Staff is super friendly and helpful.  We had the salmon and sweet potatoes and loved it.  The pork was yummy and the portions were huge too. The waiter was friendly and efficient. I recommend this place to anyone.,fake
"Amazing food, amazing service! The staff was super friendly, cool ambiance, great food from our waitress. If you're nearby.  I leave accessible for having a conversation and if you go with an outstanding steak and eggs or live piano music.",fake
The sandwiches are huge and delicious. Great service. This is a great spot and will come again!,fake
"1st time here, food was great! service was fast and very friendly!  Nice atmosphere, love the District :)",real
Really good food for a decent price. This has become my go to spot when I am on this side of town. The portions are great and the taste is even better.,real
First time there and the wife and I enjoyed the food and service as well.,fake
Fantastic food and great service. Had a great lunch here with my wife and I. A lot of it but way across from the bay who make the best crab ramen I've ever had. The portions are huge also....and not fish so obsessed with the chicken pad Thai and panno flat.   They also have a latte and the blended pastrami combo.  This place is pretty close and the service is first rate.  You can't beat that summer party.,fake
This place is really good! I tried the margarita pizza with pork. Friendly staff. Most amazing coffee I've had in a very long time. Upscale and quick delivery time - good and cheap. Definitely a hidden gem!,fake
Had a great meal at the bar.  We thought the food was very good.  I liked the fresh brewed ice cream and the music was great!,fake
Excellent. I agree with the other reviewers; Best BBQ in the East Valley. I've tried them all and this place is legit.  I had a Brisket plate. The meat was well smoked and I didn't feel the need to drench it in sauce.  Selection of sauces was real good.  My favorite is the Sassy sauce. Will definitely be back soon.,real
"Favorite place to eat pizza in town. Love the taramotas, spaghetti and meatballs! Always fresh and has a nice selection of wines.",fake
Had the jerk chicken burrito with potatoes. It was amazing as well. I will definitely be going back.,fake
"This place never disappoints and consistently offers a wide variety of only the best ingredients and toppings. If you seek organic Italian tomato sauce, meats raised without use of antibiotics, or even halal/gluten free options, highly recommend Panago to satisfy your pizza cravings.Also, loving the #sharemorecanada summer pizza boxes designed by Toronto born illustrator @chairman_ting to celebrate #canada150 !For more food related posts and restaurant discoveries, check out my Insta: @tacobelle._",real
"Hot Bread served with Pesto is a new thing for them since I was there last year.  I'm actually from Chicago.  The great food and excellent customer service is why I keep going back.I love their calamari, best I've had yet.  We had steak which is pricey but was excellent!They don't have rootbeer and I am still sad after all these years.  But this year they had me try some ice teas which I didn't like at all.  After a few different trial drinks the waiter surprised me with root beer that he got from another restaurant just for me!Blake made our night and we had a wonderful time celebrating my friend's birthday!",real
The best pho ever!Live in LA and visiting Phoenix. We need soup noodle so came here to get pho. Soup is rich and very delicious! Me and my friend are happy for this place!!,real
Great food and fun place to eat. All the other food is consistently delicious. It's so cute inside sometimes with killer decor. Amazing latte and the staff is very friendly.,fake
"The huge chocolate fountain was what caught my attention. The environment, service, and great coffee gave this place a 5 star review. Definitely a must stop by place in vegas!",real
Amazing. Will definitely be going back soon. The fried chicken is awesome!,fake
"I love this freakin place.  Maybe because I was raised in the southwest and have been living on the East Coast for the past 2 years, but now that I'm in Vegas for a conference.  I saw this place on Groupon and went for it.  Turned out to be the best decision I've ever made.  The carne asada is majestic.  I had the Super Burrito, stuffed with pollo and carne asada, and to my surprise, it is topped with sauce and guac.  it doesn't get much better than that!",real
"One of the first all you can eat kbbq places in Arizona.  The meat is bomb, the service is bomb, the atmosphere is bomb. It was so clean and modern compared to the usual greasy and messy kbbq places in LA. Not only is the service really good, but also the meat is really something special. The marinades are so sweet and complement the meat pretty well. For all you can eat, the quality is actually really good. I recommend the chadol (/Brisket), Korean Fried Chicken, and all the marinated pork belly. Only $16 for lunch menu but you still get way more that you won't even be able to try everything.Another unique aspect about Gen is that the smoke from the grills is vacuumed underneath the table, so none of that greasy meat smell on your clothes. They change your grills really often and check up on you to refill your meats pretty fast. I'm so glad we finally have all you can eat kbbq in AZ. As a college student, this place is godsend.",real
I went here on a Sunday after work and the service was quick and friendly. The food was superb! The service was wonderful and the atmosphere was pleasant! Thank you!!!!,fake
"I have been here twice and at different times if the day and both visits the staff, food and atmosphere have been fantastic!!!  On my first visit the female at the counter was kind enough to explain what the idea behind Skinnyfats was and how the menu worked.  She was cheerful, helpful and most of all patient, because I couldn't decided what I wanted. (It all sounded so good!!)The food came out and the server was pleasant, the presentation was amazing and the taste was fabulous!!  I just took my entire family (all 5 of us) and the kids and the husband all found something to eat and they ate it all!!  Again, friendly service, cool atmosphere and excellent food!!  Can't wait to go back!!!",real
"Simply stocked fast and tasty sushi. Got the crab legs to go box meal w grape leaves and a scoop of watermelon pancakes. Also, a couple of app to drink room for dessert and the music.",fake
"So I love this Krispy Kreme.  I always get great customer service here.  They always have smiles on their faces and are ready to help you out no matter how busy they are.  Even late at night, they are very friendly and accommodating.  I think it is really important to instantly greet customers with a smile on your face for the customers to see.  It makes the whole experience a pleasant one and you leave with your doughnuts happy.  I always get the glazed, they are delicious, and they always give me fresh warm ones.  I have yet to try their other flavored doughnuts, but the lady recommended the Oreo filled doughnut which was one of her favorites.  They were very patient with me and nice to me while they were waiting for me to choose whether I wanted to get glazed or a different kind of doughnut, which I really liked because I don't like being rushed into make a decision especially when it comes to food. They even gave me a free doughnut for buying a dozen. I will always be coming here from now on! This is pretty much the only Krispy Kreme location I know of in the South West side and I am happy the staff are awesome too!  I give them an A++ for their customer service, cleanliness, and efficiency.",real
The food was very good. The service was very friendly and professional. The food was excellent. Service was attentive and helpful. Loved the sweet potato fries and apples and the shrimp po boy were a hit with my husband.,fake
"Awesome restaurant! This is a great place for a quick lunch or a quick break from the strip. Good food and just a great place to grab a bite to eat, and check it out!",fake
"Wow!! This place is awesome! Appetizer was the best pommes frites I've had. I had a standard burger which was delicious. Try the garlic mayo, it's yummy. My boyfriend had the meet your maker burger and lived it. Even the chips served with the burger are wonderful. We split a Carmel pretzel milkshake and it was out of this world! Don't miss this place. A little expensive but sooo worth it!",real
Amazing. Go here. EVERYTHING on the menu is super delicious. I got the scallops! And wow! I wiped my plate clean. We also had the oysters to start wow. Ridiculous how low expectations I had then BOOM! Flavour explosion one dish after the other!,real
Absolutely the best tasting food in town. Clean and modern atmosphere. Love their sushi and the spaghetti and meatballs. And you cant go wrong.,fake
"Stumbled upon this place while using Yelp to find a burger. The Rebel.burger was great. Nice big place, too.",real
"I Love Postinos. The green chili is amazing! It's hard to find a spicy burger but kind of a hidden gem!  The meatball with their salad and cheese combo is awesome. Small menu items, large portions, fast service.  We will be back when in the area.",fake
Delicious and surprisingly good food to say. I'm getting hungry or date.,fake
"This place was amazing!! We are visiting Toronto from the US and thoroughly enjoyed our white sangria, Margherita pizza, and the green salad. We are from Orange County and wish there were restaurants as reasonably priced as this one in our area with such amazing food.",real
"Great atmosphere. I highly recommend this place for lunch. The daily special is highly recommended, but if you're looking for a salad, the Chicken Caesar is great. Ask for a whole wheat roll as opposed to white bread.",real
"Went here for a birthday dinner and shared the jalepeno nurber Vegetarian enchilada. The veg Tuscan ice machine is excellent, and the meat is always fresh.   I will see you even though it is the perfect salad option! Very reasonable prices as well!",fake
"Been here a couple of times, and both times it's been really tasty. Good ramen, friendly staff. Seems under the radar so far, so not too busy.",real
"This is a very cool atmosphere. We had the pork belly three tacos, and the oysters and jalapeno bacon on it! Sooooo amazing!!! Thanks for a great .",fake
Excellent food and service. Definitely a great spot to go in the morning.,fake
We have been here twice and got our food last night and it was great. Recommended for special occais meal,fake
OMGosh tried out all the pittsburgh today. Wish this place was closer to my house!!!,fake
"I have been coming to this place for at least 3 years and still can't get enough. It's an odd location, considering they're right next door to another Chinese Restaurant, but the food here is fantastic.The service is always quick and the food is delicious, my fave: Beef Chow Fun. This is one place I don't mind picking up the tab :)",real
Great service and food hit the spot! I got the Santa Fe and the Mac and Cheese... All the salads are authentic in fact we are from New York.,fake
Schankstelle ist im Sommer ein Muss!,real
"We've tried about every Italian establishment in the Coraopolis/Moon area and Nicco's has the best of every category. The pizza, hoagies, salads, and pasta dishes are excellent. We usually have it delivered and it's always fast, fresh, and hot. If you haven't tried them yet, see what you've been missing!",real
Friendly staff and good food all the way around. Service was great too. Would definitely recommend it to all our friends and family.,fake
"First visit! I arrived at 12:15 and the line was so long, but I really wanted to try it and I was already there so I stuck it out. Thankfully, the line moves pretty fast! They make your order in waves: first the crust (reg or gluten-free), cheese and sauce, meats, and then vegetables and herbs. It went quickly and it only needs a few minutes in the oven to bake. I got tomato sauce, mozzarella, and red onions, mushrooms, olives, tomatoes, jalapeños, artichokes and spinach. I do wish it was fresh spinach instead of cooked. It was delicious! Thin, crispy crust and the rest was soft. I'm excited for my leftovers. The salads looked really good and they even have a pookie (pizza cookie) dessert. Yum!",real
Love this place.  Great food.  Even better service.  The bartender was professional and kind and helpful.  I think I'll be back again!,fake
"I was sad to come back to lai lai's and they no longer had the Mongolian :( boo,, but i took my mom there and we were starving so we decided to order off the menu. My mom is allergic to  msg and they helped us with what we should order. and she didn't get sick!! woo hoo.. we ordered three dishes and an appetizer to share between her , my bf, and myself, and we stilll brought food home, and I dont think we spent over $30 bucks for all that food!! it was very good to! i love good cheap food!! Ill be back, they are always friendly.",real
"We ate here twice and both times the food was outstanding. The Kung Pao Hen is amazing, and so are the green chile grits. The short rib hash is inspired. Whoever is running the kitchen is talented. Love the well-restored mid century decor. The service is friendly, eager, and a little amateurish (forgot to bring my husband new utensils, cleared a cocktail glass before I had finished it). Nothing unforgivable, but maybe a little more training is in order.",real
Tammy and the beef was amazing. Friendly staff and incredible dining experience. I would recommend this place to anyone,fake
"The best home style Chinese food I've ever eaten. We always get the meatloaf and it is delicious!! The ph  and the green curry were the best I have ever had!!!  We had chicken and waffles, chicken teriyaki and hummus salad. Great beer selection. I've been only one years due to strip clut and usually policious. The waiter is very friendly & is watching them make that with the light batter.   Would definitely recommend it!",fake
Great food. I have been going to this location since they opened. I enjoy the community table in the bar area.  I don't have to wait for a table.  They truly have great wine always.  I order different stuff sometimes and shocked of the wine selection.  Many restaurants it's tough to find really great wines by the glass.  Houston's always does this and food great.,real
This place is awesome. The fish tacos and moscow mules were wonderful. Service was fast and friendly. The sushi was also very good. Try the pan fried lamb and it was delicious!,fake
I think their chicken nuggets are so good. The people that work there DIDNT look gross. The girl that took my order was very pretty( but to young for my taste.,real
Best pizza I have ever eaten in my life! Fun drink menu and overall amazing place to come for breakfast or lunch too!,fake
"This place is awesome. Service is so fast, the pitas are FANTASTIC! I love the music dinner box and the service is excellent. I love the buffalo chicken tacos and burritos too.  So delicious!  Plenty of room in a great vibe.",fake
"Best place in the food court, hands down.Great service, superior food and AM-A-ZING cookies!  (It's true..they really are.)Being that I work in the mall, it's my go-to spot for a Diet Coke or a little 3pm pick-me-up. Free refills too, which is a nice little perk. They've always got a line (especially Fri-Sun), so make sure you know what to order by the time you get to the register. I highly recommend the Tomato Basil pasta salad, the black & white Chippers, the Chicken Walnut salad and the peach decaf iced tea!The manager, Jessie, is also a doll. Very nice.",real
"We stopped here for breakfast today, ordered 3 different savory items (the croque Monsieur, the ham and cheese croissant with a delicious bechamel sauce and the ham and cheese quiche which was a hit with my 2 toddlers) and 4 sweet ones (French donuts, almond croissant and the pastry of the day) and every single one was absolutely delicious. We also ordered 2 cappuccinos that were really good The customer service was great, the lady behind the counter was very knowledgeable on all the pastries and she was super nice.",real
"Loved it! Our server was cool, and fun!    We weren't disappointed.  You will not be disappointed.  There is a new concept that you can expect from outside patio. Love supporting local and this one is just like my vegan bakery, i just put this pizza go to their Vegas bakery.",fake
Oh my God I'm in love with this place! The food was so delicious we did the tasting menu. I loved the foie gras scallops and the bone marrow was delicious!! So much food! I definitely recommend this place Kevin was our server and he was amazing!,real
Love this place!  Very good food and lots of options for vegetarians on the wall! Food was fresh and delicious!!! Service was beyond the best!  Would definitely recommend this place to everyone!,fake
"More of a bar than brewery (heck, I suspect the brew equipment on display is just that). The Acid Trip burger and waffle fries are money. Beautiful facility with large patio, and an elevated patio that overlooks the downtown skyline.",real
"My husband and I popped in for a random night out for dinner.... we were NOT disappointed.  We sat at the bar and shared the pretzel and chorizo appetizer. Delicious. Alicia, our server was great. Very attentive but not overbearing. My husband ordered the ribs and I stole a bite. They were very tender and moist. The sauce was sweeter than we expected but tasty. I ordered the Rogue Burger. I could only finish half. The aioli was spicier than I thought it would be but the fresh avocado cooled it down. Overall. We had a wonderful time and left in a wheelbarrow.  ;)",real
"Great burgers and fries!  Spicy green chili fries are a must have.   Onion rings were also good.  My Boy Blue and Samburger are our favorites.  Good service, nice atmosphere. Definitely our favorite place for a burger!  Will be back.",real
"WoW WoW Wow!!!!!!! Yummy Beer, juciy wings, clean, great service, and the food (holy cow) the food is out of this world good!!!!",real
"Every one needs a small go to place, this would be it. Fantastically friendly staff, great food.  The owner is a blast to talk to. Try anything it's all good.",real
The food is always fresh and cooked to perfection. It is also expensive but i love the setting.,fake
"I love this place! The main reason is because as they've grown you can see it in the improvements of their restaurant. It won't be much longer before they are hiring Front of the House staff to man the tables! The food is good, The staff is nice. I like that they are getting their name out there and a local business being successful. On this trip I had the chicken, which is always good in flavor and spare rib, in the duo smokin plate. The spare rib was tender and tasty. I got the jalapeno coleslaw...it's so good! The BF got the Brisket Dog, omg! If I wasn't eating right, I'd devour that whole thing without a second thought! It was so good, anything with nacho cheese is good! The BF got the potato salad, which was basic but the bacon of course added a yummy touch! We love this place! We wish it much success and don't forget your free dessert with your Yelp check in.",real
"Outstanding place, awesome food and customer service.  Love their sweet potato tater tots and you can try everything on the menu.",fake
Best enchiladas in the world. Been coming here for years and have never been disappointed. I went with the peanut butter black beans and enjoyed the cannoli. Our server was excellent and the food was great! I enjoyed it so much we went and would recommend this place to friends. Thanks for a great server!,fake
"The food was good. I had the chicken over rice and it was amazing. The best way to eat sushi that had good rolls. My review of choice here for weekend. Finally, it's amazing food... and the service is great! I am a regular at this new place! The staff is friendly and helpful. The food is fresh and tasty. They care about our pizza lovers.",fake
Excellent food. Excellent service. We were seated immediately and will keep coming back.,fake
Try the talons roll GREAT! Good service with a manager that cares.,real
"It's a wonderful place. I haven't had a pizza in vegas for a while now, this place is pretty delicious.",fake
"Me and a friend went in for dinner and we're seated instantly.  Or server came and we ordered  drinks , pizza . The food was great  , the service  was even better . THANKS TO SAM our server we had great service. I will recommend to all my friends. Happy  Holidays .",real
"Ok just based on sheer size alone this buffet takes the cake, and the prime rib and the crab legs and the Peking duck, I think you get the picture. Don't worry about the extra calories you are downing here, you will burn some of them off walking from one end of this behemoth of a buffet to the other. The variety is unreal, and everything is tended to so there are no steam pans with one withering shrimp. Everyone must try this once. Live it up, you are in Las Vegas for cryin' out loud!",real
It's always good. I went to the one at the bar and they said they're fresh ingredients would hope you over and over and over,fake
This Place is not the best as far as paradise. It is a special place for the future & my husbands birthday Mother we got shirt and toasted cauliflower and the gangnam cookie. The atmosphere was super clean and the food was amazing!,fake
"Warm and easy to found in the area! I ordered a few of the sauces and salad and to top it off, the Enly go weer on the way to start to you !",fake
This is the best buffet in Vegas. Eat here at least once a week and I'm never disappointed.,fake
Really cool little place that might be easily overlooked. The service was excellent and I never felt rushed at all.  I had the lobster poutine and the churros for dessert. Both were fantastic.,real
"We stopped in to Bad Daddy's for dinner the other night while driving through Charlotte to get a quick bite to eat. There was a wait for tables so we sat at the bar. The bar tender, Brett was really friendly and helpful. He gave us an explanation of the menu and shared what some of his favorites are. The menu can definitely be intimidating since there are so many options, but boy, what fun!  You can select one of their 'pre-defined' burgers, or  build any burger that you want.  You have the choice of beef, chicken, turkey,buffalo,  black bean or even ahi tuna for your burger, and many topping, condiment and cheese selections.The salads work the same way, you choose your lettuce and then choose the vegetables, cheese, proteins, toppings and dressing that you would like. The DH and I decided to split a salad and a burger. We added the jalapeno bacon at Brett's recommendation to our burger and boy was that bacon good! It added a nice spice and flavor without being too hot. The burger was cooked perfectly, it was pink, juicy and delicious!  We got the tots for a side and they were served with a nice tasy dipping sauce. I was commenting to my DH that the balsamic vinaigrette was too sweet and Brett heard me and immediately turned around and asked if I'd like some straight balsamic vinegar to tone it done. That was just what it needed and I was really impressed with that level of service. Even though this is a chain, they seem to work hard to make you feel like it's your neighborhood burger joint. I'm very excited that we have one in Raleigh now and can't wait to try it out!",real
"My Sister, Brother in Law, and little niece came into town and what better way to celebrate then some French Gourmet food by Chef Thomas Keller. We went to Bouchon (http://www.bouchonbistro.com/) at the Venetian. I walk by it a few times a week and it smells soooooo good so I figure it would be a fabulous place to dine at. Boy I was right! The wait staff was super friendly and spot on. Top notch service and great tasting food cant go wrong.My brother in law and I ordered the same thing. ""Steak Frites"" - Pan seared prime flatiron served with maitre d'hotel butter and French fries. Great minds and hungry stomachs think alike. The steak was cooked to perfection and the herb butter on top enhances the flavor. Of course the fries were crispy and delicious.My date ordered the ""Plat de Cotes de Porc"" - slow cooked (72 hours) pork short ribs with red wine braised cabbage and creamy yellow corn polenta.My sister ordered the ""Maules au Safran et a la Moutarde"" - Maine Bouchot mussels steamed in white wine, mustard and saffron, served with French fries.For dessert, we had the special ""Bouchons"" - Brownie cakes with 3 types of ice cream. We also tried the Vanilla Bean Creme Brulee. Both were excellent.",real
Very friendly staff. Great fresh food made when you order it.  This place is Not like the other Mexican food places. Unique.  Great chimi.  Will be back.,real
Good authentic Indian food. I especially enjoyed the curry chicken and dessert balls. They also had great tea. I am not accustomed to Indian foods but I enjoyed what I had. Great place for vegan dining.,real
Very tasty & clean place. I love the vibe and the patio with super fast service and super friendly staff. I recommend it to all of the open kitchen and the lady who works the No 20 plus give back to the desert. The staff is also very friendly.,fake
Best Greek food in town.  The gyro is fantastical.  The gyro player is great for sharing.  I have been 100's of times over the years and have never had a complaint.  It's amazing they are still open as the location is horrific.  Once Nelson's custard closed next door I thought for sure they would be next.  I have told them they need to open up in the mall or in a casino location.  The food is way to good to see them fail.  Especially with places like mad Greek and that place at the mall Kylos Greek cafe (horrible).  If you want a family friendly great Greek food give them a try you won't be disappointed.  Oh Greek fry's are awesome.,real
"The Bomb.com I was so surprised that they sucked me in an italian food and they made me so much fun! Thank you for a good time, really great food and quick service. I had the sliders ( my significand one) and I noticed a lot of Greek cuisine but it was a really good burger, I had the veggie roll, and the seafood pasta with white sauce. It was great. Me and the husband went to eat here 3 weeks ago. The food was amazing and the staff was on top of their guenders.  We will be back!!!",fake
I have been to other Mexican places but it's so good! Tried the steak sandwich and a breakfast burrito and it was amazing! Great place!,fake
Amazing staff and food was right on point! The owner took the time to sit and eat and entertain to deliver. The food is delicious and delivered to your service fast. I love the popcorn steaks and love the bowls they have. They are super fast and romantic atmosphere.,fake
My husband I love this place for a few reasons. 1-they deliver! 2-original philly cheese steak sandwich! We also love their wings! We usually get delivery but we've eaten inside a few times too. Haven't had anything I didn't like so far (knock on wood),real
Delicious and great service with Chang!! We had the moo woo combo and not disappointed.  Highly recommend this place,real
"Excellent brunch! We aren't one for fighting the buffet lines or stuffing our faces first thing in the morning so this place was perfect. This restaurant has a great modern French vibe and very flavorful food. We started out with the ""best butter in the world"" for an extra $5 and it was worth it. The butter was that classic French butter with a side of rock salt. It wasn't hard and easy to spread on the cut bread that was served with the butter. The tables that did not upgrade the butter had small French baguettes that also looked good but our bread was amazing. Perfect spongy texture on the inside with a crunchy crust on the outside. Definitely worth the upgrade if you like bread and butter. I wanted to be a little healthy before overindulging the rest of the day so I tried a side salad to start. Amazing. It had a light citrus vinegarette and very fresh lettuce. The lettuce tasted like butter lettuce but had more color to it. Simple salad but packed with flavor. I ordered the steak and eggs for my main. Not the most flavorful but cooked exactly medium rare like I asked for. I didn't see my steak knife and ended up using a butter knife the whole time and had no issues cutting it. Eggs were pretty standard but did look like European eggs because the yolk was more orange. As sides we got the thick cut bacon. Super thick cut and it was delicious. No burnt taste to it and so flavorful. We would definitely order this side again. Overall, great experience. The staff was very friendly and helpful. Lots of flavor in all the food. Typical French menu with a few twists and extras to cater to Americans. Great decor. We will definitely be going back for brunch.",real
First stop on our Vegas weekend and  our server Jovanny rocked it! Must stop for Daddy's Margarita and Nachos!,real
It was my second time eating here food was amazing! Obviously if i came back for seconds. Definitely a must try staff friendly and welcoming. Had the brisket and hot link. Thought i had taken a picture...,real
Great fast mexican food ! Good prices and the place looks clean as well as what I was able to see  of the kitchen which is a major plus! Happy to find this spot in this area it saves me the trips to the west side hunting for good mexican food.,real
"The service was amazing. And the food was good. They have a full bar. I highly recommend this place. Favorite breakfast spot in the north Scottsdale area, and wanted something quick and relaxing. We love to go here every time I'm in Phoenix.",fake
"The best chicken sandwich and go to place in Mesa/Monday and they're always right to food that wasn't overly spicy.  Decent prices, good prices, delicious food!  Do your belly your party you found the specialty dishes.  The customer service is wonderful.  She recommended me the chicken and steak sandwich and they were all open",fake
"The best burger place around..........of course I know good mushroom and mussels n sour cream. I am sure we live in NY. Great little gem, best sushi in town. Many vegan burgers are good too. Love the breads and poutine. For a penny then anymore because I heard the drinks are not just the other items on the menu. Delicious and fun tea/set up. The service was great and food was good. I went here on a weekday evening and had to go far to the Stratosphere with amazing cocktails!  We had the lamb chops.  Found them on Yelp and was pleasantly surprised at the ambiance. Service was good and the food was amazing. The service was perfect. Highly recommend.",fake
I love this place! Great food and the best beer brewed on site! The bourbonzola burger is the best thing you can order here.,real
"Love this place!  Everything I've had is fresh and tasty. Place is clean and modern.  They prepare your order in front of you, sort of a Chipotle assembly line approach to fresh salads and sandwiches.   Also impressed with the customer service as all the staff are friendly, know the menu which has lots of options, and provide great recommendations.",real
"This place rocks! It's so so busy all the time without having to drive a little farther of the strip. Stone crab is a stars I consumpoir in the buffet. The food is always fresh and tastes great. Nice little coffee shop. I had the lobster one,  won't disappoint.",fake
"Great food,  Decent prices, consistent all around, great specials, and portions are big! The biscuits and gravy were also good. And the Price was fantastic.",fake
"Hands down the best poutine you'll ever find. The smaller plate is more than enough for one person. Be prepared to wait but it's worth every minute, especially if you're not from Montreal.",real
"We had a great dinner here.  The food was very good.  The service was excellent.  I hadn't even set my beer down before someone was asking if I would like another.  This is not a cheap place to eat but the quality of the food and service makes it work it.  The lobster and avocado appetizer is amazing, you will wish you could have it for an entree.",real
"Finally got a complaint with the birthday party and this place was great. Best bagel anywhere I've gotten that was the bomb. Great flavors, fresh ingredients, and punch cards are too. It is a must try! Very reasonably priced and the workers are friendly. Great service too!",fake
"Great BBQ, love boiling crab, Japanese style comfort food, the service and atmosphere are great. I always get the steak and cheese sandwich. The hot sauce is mouthing of full and the pasta is good. My favorite is the Chili Pasta with Seaweed Wrap. Love it!",fake
Best breakfast I've ever had! The food came out so fast it was unreal. My omelette was huge and it comes with amazing crunchy potatoes and super good thick Italian bread. The hot cakes are really thin like crepes but are delicious. The staff was very kind and the food is reasonably priced.,real
"OMG!!! This place was great, and the food was amazing!  The service was also very good.  I will definitely come back again.",fake
We came in last week and it was amazing! The prices were reasonable and the prices aren't bad enough to speak with the enchilada style from here!,fake
I ordered the macaroni and cheese breakfast and it was really good. So happy that they opened one until we come to Vegas. Was a real repeat customer and will definitely be back.,fake
This place has some of the best sushi I've had in Phoenix. Always a favorite!!,fake
This place is great for a date night or a quick meal from me,fake
"Went there late last night. Michael is an inspiration to all. Great service by him, he was fabulous!!",real
Staff was friendly and ordering a small cheese flavor. I can't wait to go back.,fake
Awesome brunch spot. I love their wedges here and the flavors who tried meatballs,fake
Good food and good service...  when I get birthday.. I get suprice and free dessert ice cream... we are so excited,real
"What can I say that 2800 people haven't already said in their reviews? Christy G. and I always try to dine at Mon Ami Gabi when we're in Vegas, and every visit has been spectacular. For one, the service is always impeccable. The location can't be beat, with an amazing view of the Bellagio fountains and truly top notch people watching. I particularly like watching the drunk bambi-legged girls (""weenie wobbles"") trying not to fall in their too-high heels :) Or even worse, the ones holding their heels and walking down Las Vegas Blvd in their blackened bare feet *shudder*The Onion Soup au Gratin ($9.95) is a definite must-have. The broth is rich and savory, packed with perfectly soaked baguette slices and caramelized onions, and topped with about a pound of melted gruyere. I crave this soup even when it's triple digits outside; it's that good. Another staple is the Filet Mignon Merlot ($34.95), which comes with a merlot infused butter and a red wine reduction. The filet (medium rare for me) is always perfectly cooked and melts in your mouth. I don't personally care for the frites that everyone raves about, but they've always been super accommodating about switching it out for another side at a small upcharge. I've had the pommes puree, garlic spinach, sauteed mushrooms, and the macaroni au gratin - all amazing. I'm always way too stuffed for dessert, so I won't comment on those. They also have a pretty substantial wine list, and about two dozen wines by the glass. And if you stop by for brunch, the build your own Bloody Mary cart is a godsend! Bottom line: don't miss out; this place is amazing! Ask for a table on the patio and come hungry!",real
"This is my favorite local bar to hang out, grab a brew, and hang with friends. The bartenders are friendly, funny and always at your service. The mac and cheese is a great pick from the menu if you are in the market for some munch. Another lesser known but interesting and useful thing to know about Smokin' Joe's is the room upstairs available to rent for functions. There's a bar and plenty of seating, a great find for a birthday party or other special occasion.The beer selection on tap is great, but they have an even bigger cooler with cans and bottles with a wide variety of choices. Check this place out, it's a winner!",real
Very nice place with great customer service! Took my fiancee for a stress just to stumble into and we are always friendly from the staff they have. Best eats in town. Their rolls are complementary as well. Highly recommend.,fake
"Yumo!  Serving are huge, food is fresh and a great selection.  The bar is well stocked with a great selection of beers on tap.  Definetly a repeat.  Right across from the BNV so it's convenient too!I love that there were other options for a side besides French fries - I got the broccoli with cheese sauce.",real
Great service and the food was very good. I recommend the fajitas. I shared the fajitas for two with my three daughters and still had left overs to bring home for my husband. Great Value and fun atmosphere!,real
"I love this place!! Great atmosphere, friendly staff, great food!!! You can't go wrong with any of the other items on the menu!  The variety of food is also good.  We always eat here every Sunday!  I love this place.  They are made perfectly and the food is always on point.  One of the best sandwiches I've ever had.  Their portions are big and you could have the same great reviews and was not disappointed.  Nothing fancy just great food at a great price.  I highly recommend this place if you want to eat at the bar they also have a great burger with a Wed and they serve ur fried chicken and some Garlic fries. Food made to perfection and service was awesome. Definitely recommend!",fake
"I am so happy to have found Tabletop! For $5 (only five dollars!! for as long as you want to play! I can't believe people think this is expensive!), you get unlimited access to nearly 1000 games, ranging from childhood games (remember Don't Break the Ice?) to complicated strategy games (like Settlers of Catan). The service is good, the desserts are delicious (I've never had any of the food though, so I can't speak to that). Anytime we have questions or want to learn a new game, Joshua is there with an idea and an encyclopedic knowledge of the rules. Considering how expensive board games are, a place like this is a treasure! They do get busy on weekend nights, so go early, call ahead, or be willing to wait a bit at a nearby bar. It's worth it!",real
Great food great service that knocks it up with the best combo plate in scottsdale.,fake
I can't believe I haven't had a bad meal or the husband here. I also like the appetizers and the lamb gyro platter. Have been here twice already and really enjoyed it! It's a place that serve seafood lovers & the service is even better! I highly recommend this place!,fake
Amazing food. Fresh sushi. Good prices so the service is always impeccable. I love this place!,fake
"The food was good and the staff was very friendly! The food was very tasty, and the girl warm and welcoming. The food was amazing! I will be back!",fake
"I visited my first day in Montreal, and wasn't disappointed at all! Really big portion of crepe, with top quality ingredients. The restaurant itself is lovely as well, and perfect for friends, family, or even just myself! They also play some jazz radio :)",real
